"","tried_influence","attend_rally","work_party","wear_button","give_money_party","campaign_participation","discuss","give_money_campaign","volunteer","community_work","community_meeting","vote_in_primary","trust_others","satisfied_life","understand_issues","too_complicated","age","hisp","empl","own_home","married","class_conscious","PARTY_ID","better_off_econ1","STATEFIPS","money_stocks","born_again","college","black","female","inc_firstthird","inc_upperthird","lgbt","middleclass","jewish","catholic","protestant","nonreligious","knowl","str_PARTY","agesq","Consistency","Extremity","ideo_ext","ideo_label","ideo_score","Position","year","respondent","unique_id","wt1","wt2","wt3","complete_pre","complete_post","census_region","Action_Score"
"2684",1,1,1,1,0,1,0,1,2,0,0,1,1,1,0,0,25,1,1,1,0,1,"6",1,"36",0,2,1,0,0,0,1,0,1,0,1,0,0,1,1,625,0.575271632041075,0.59208717298913,0,"moderate",-1.95023857204056,-0.59208717298913,"2012",188,20120188,1.3241,1.3241,1.3241,1,1,"2",9
"2685",0,1,1,0,1,2,1,0,1,0,0,1,1,1,0,1,42,0,7,1,1,1,"2",3,"20",1,2,1,0,1,0,1,0,1,0,0,1,0,1,1,1764,0.394031784375797,0.332303545967984,0,"moderate",2.72804538981797,0.332303545967984,"2008",253,20080253,1.1431,1.1431,1.1431,1,1,"4",8
"2686",1,1,1,1,1,0,0,0,2,0,0,2,1,1,0,0,53,0,4,1,1,1,"5",4,"36",1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,2809,0.426521844815195,0.751392188592775,0,"moderate",-2.75647135246372,-0.751392188592775,"2012",189,20120189,1.8151,1.8151,1.8151,1,1,"2",9
"2687",1,1,1,1,1,0,0,0,1,0,1,2,1,0,1,0,22,0,1,0,0,0,"4",3,"36",0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,484,0.390659480475989,0.518478146779906,0,"moderate",-1.57770786646279,-0.518478146779906,"2012",190,20120190,1.713,1.713,1.713,1,1,"2",9
"2688",0,1,1,0,1,2,1,0,2,0,0,1,0,0,0,0,43,0,1,1,0,1,"5",4,"36",1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,1849,0.605672360811198,0.0810113085541186,0,"moderate",0.636284605709157,-0.0810113085541186,"2012",191,20120191,1.2284,1.2284,1.2284,1,1,"2",9
"2689",0,0,1,1,1,2,0,0,1,1,1,1,0,1,0,0,20,0,1,0,0,1,"7",2,"28",0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,400,0.47814551731238,0.519001768620942,0,"moderate",-1.58035788404816,-0.519001768620942,"2012",192,20120192,0.5235,0.5235,0.5235,1,1,"2",9
"2690",1,1,1,1,1,0,1,0,2,0,0,2,0,1,0,0,40,0,7,1,1,0,"4",4,"36",1,2,0,0,1,0,1,0,1,0,0,1,0,0,0,1600,0.652641522671323,0.0681966944117232,0,"moderate",1.3914170328754,0.0681966944117232,"2012",193,20120193,1.315,1.315,1.315,1,1,"2",10
"2691",0,1,1,1,1,1,1,0,2,0,0,2,0,1,0,1,50,0,1,0,1,0,"6",3,"17",0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,2500,0.390075183790447,2.12779284580775,1,"right",11.8149051157632,2.12779284580775,"2012",194,20120194,2.2425,2.2425,2.2425,1,1,"2",10
"2692",1,1,0,0,1,2,0,0,1,1,1,1,0,1,0,0,23,0,1,1,0,0,"2",4,"36",0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,529,0.525544484581056,0.303710477952325,0,"moderate",-0.490782046031189,-0.303710477952325,"2012",195,20120195,2.0124,2.0124,2.0124,1,1,"2",9
"2693",1,1,1,1,1,0,0,0,2,0,0,2,0,1,0,1,21,0,1,1,0,1,"4",4,"36",0,2,0,0,1,0,1,0,1,0,1,0,0,0,0,441,0.318608744089367,0.255212507813556,0,"moderate",-0.245336834141925,-0.255212507813556,"2012",196,20120196,0.3676,0.3676,0.3676,1,1,"3",9
"2694",1,1,1,1,1,0,0,0,1,0,0,2,0,1,0,0,42,0,1,1,0,1,"6",3,"36",1,2,1,1,1,0,1,0,0,0,1,0,0,1,1,1764,0.598892616300247,0.337741739600537,0,"moderate",-0.663012145604515,-0.337741739600537,"2012",197,20120197,0.5965,0.5965,0.5965,1,1,"3",8
"2695",0,1,1,1,1,1,1,0,2,0,0,1,0,0,1,0,84,0,5,1,0,1,"5",4,"36",0,2,0,0,1,1,0,0,1,0,1,0,0,0,0,7056,0.592743087019751,0.293135415590731,0,"moderate",2.52981791695172,0.293135415590731,"2012",198,20120198,0.174,0.174,0.174,1,1,"3",9
"2697",1,1,1,0,1,1,0,0,2,0,0,2,1,1,0,0,61,0,1,1,1,1,"2",4,"36",0,2,0,0,1,0,0,0,0,0,1,0,0,1,1,3721,0.433282998238636,0.372386365149248,0,"moderate",2.93090204585768,0.372386365149248,"2012",199,20120199,1.778,1.778,1.778,1,1,"3",9
"2698",1,1,1,1,1,0,0,0,2,0,0,2,1,1,0,0,78,0,5,1,0,0,"4",4,"1",0,1,1,0,1,1,0,0,1,0,0,1,0,1,0,6084,0.511336258343095,0.0293516717250173,0,"moderate",0.897730816166224,-0.0293516717250173,"2012",200,20120200,0.6043,0.6043,0.6043,1,1,"3",9
"2700",0,1,1,1,1,1,0,0,2,0,0,2,0,1,0,1,52,0,1,1,0,0,"6",5,"36",1,2,0,0,1,0,1,0,0,0,1,0,0,0,1,2704,0.639556869258794,0.050018992752919,0,"moderate",1.29942081483703,0.050018992752919,"2012",203,20120203,0.1267,0.1267,0.1267,1,1,"3",9
"2701",1,1,1,1,1,0,1,0,2,0,0,2,1,1,1,0,41,0,1,1,1,1,"1",3,"36",1,2,1,0,1,0,1,0,1,0,0,1,0,1,1,1681,0.594029072907598,0.587372734189226,0,"moderate",-1.92637909035771,-0.587372734189226,"2012",204,20120204,0.8891,0.8891,0.8891,1,1,"3",10
"2703",0,1,1,1,1,1,0,0,2,0,0,2,0,1,1,0,37,0,1,0,1,1,"1",3,"51",0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,1369,0.451871533621886,0.935634011865003,0,"moderate",5.78146337035658,0.935634011865003,"2012",206,20120206,0.1199,0.1199,0.1199,1,1,"3",9
"2705",0,1,1,1,1,1,0,0,1,1,1,2,1,1,1,1,59,0,1,1,1,0,"3",5,"36",1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,3481,0.520292131272665,0.878705538988425,0,"moderate",-3.40079630410149,-0.878705538988425,"2012",208,20120208,0.1259,0.1259,0.1259,1,1,"3",10
"2706",1,1,1,0,1,1,1,0,2,1,0,1,1,0,0,0,42,0,1,1,1,1,"6",4,"36",0,2,1,0,1,0,1,0,1,0,0,1,0,0,1,1764,0.458731870680869,0.572251158519269,0,"moderate",3.94240534006862,0.572251158519269,"2012",209,20120209,0.1358,0.1358,0.1358,1,1,"3",10
"2709",1,1,1,1,1,0,0,0,2,0,0,2,1,1,0,0,24,0,1,1,0,0,"3",1,"36",0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,576,0.488165628693233,0.533555070882346,0,"moderate",-1.65401124205507,-0.533555070882346,"2012",210,20120210,0.1318,0.1318,0.1318,1,1,"3",9
"2712",1,0,1,1,1,1,1,0,2,0,1,1,0,1,0,0,68,0,5,1,0,1,"1",5,"36",0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,4624,0.613509443452104,1.19124092538252,0,"moderate",7.07507406930244,1.19124092538252,"2012",213,20120213,0.588,0.588,0.588,1,1,"3",10
"2713",1,1,1,1,1,0,1,0,1,0,0,2,0,1,1,1,39,0,1,1,1,1,"6",4,"36",1,2,1,0,0,0,1,0,1,0,1,0,0,1,1,1521,0.429902385573373,0.252443311592936,0,"moderate",-0.231322104222545,-0.252443311592936,"2012",214,20120214,1.274,1.274,1.274,1,1,"3",9
"2715",1,1,1,1,1,0,0,0,2,0,0,2,0,1,1,1,64,0,1,1,1,1,"1",4,"6",1,2,1,0,1,0,1,0,1,0,0,0,1,1,1,4096,0.58237635449269,0.0637717742521709,0,"moderate",0.723532817077724,-0.0637717742521709,"2012",217,20120217,0.9234,0.9234,0.9234,1,1,"3",9
"2716",1,1,1,1,1,0,1,0,2,0,0,2,1,0,1,1,30,1,4,1,0,1,"4",5,"48",0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,900,0.393872578677703,0.294107474606737,0,"moderate",-0.442181843091004,-0.294107474606737,"2012",218,20120218,2.2034,2.2034,2.2034,1,1,"3",10
"2717",1,1,1,1,1,0,0,0,2,0,0,2,0,1,0,0,40,0,1,1,1,1,"2",2,"36",0,2,1,1,0,0,1,0,0,0,0,1,0,0,1,1600,0.47008005216472,0.160961980477341,0,"moderate",1.86089637869533,0.160961980477341,"2012",219,20120219,1.2232,1.2232,1.2232,1,1,"3",9
"2718",1,1,1,1,1,0,1,0,1,0,0,2,0,1,0,1,20,1,1,0,0,1,"3",2,"16",0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,400,0.340125019444231,0.785455159838844,0,"moderate",5.02141753645103,0.785455159838844,"2012",220,20120220,2.0489,2.0489,2.0489,1,1,"3",9
"2720",0,1,1,0,1,2,0,0,1,1,1,1,0,1,0,0,79,0,1,1,1,0,"3",3,"36",1,2,1,0,0,0,1,0,1,0,0,1,0,1,0,6241,0.474919208574119,0.315085435498163,0,"moderate",2.64090560313194,0.315085435498163,"2012",221,20120221,2.8573,2.8573,2.8573,1,1,"3",9
"2721",1,1,1,1,1,0,0,0,2,0,0,1,0,1,1,0,45,1,2,1,1,1,"1",4,"36",1,2,1,0,1,0,0,0,1,0,1,0,0,1,1,2025,0.607006591991266,0.0374041777949926,0,"moderate",1.23557802056269,0.0374041777949926,"2012",222,20120222,0.373,0.373,0.373,1,1,"3",8
"2722",1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,36,0,1,1,1,1,"6",4,"36",0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1296,0.306612457407455,0.304680152050108,0,"moderate",2.58824511046868,0.304680152050108,"2012",223,20120223,1.5991,1.5991,1.5991,1,1,"3",7
"2724",1,1,1,1,1,0,0,0,2,0,0,2,0,1,0,0,68,0,5,1,1,1,"6",4,"36",0,2,0,0,1,1,0,0,0,0,0,1,0,1,1,4624,0.491799953264392,0.0126462051953888,0,"moderate",0.982276143740582,-0.0126462051953888,"2012",226,20120226,1.4143,1.4143,1.4143,1,1,"3",9
"2728",1,1,1,1,1,0,1,0,1,1,0,2,1,1,1,0,64,0,1,1,0,1,"4",4,"47",0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,4096,0.566748759886425,0.351174769901605,0,"moderate",2.82355148097486,0.351174769901605,"2012",231,20120231,2.3914,2.3914,2.3914,1,1,"1",10
"2729",1,1,1,1,1,0,0,0,2,0,0,1,1,1,1,1,48,0,1,1,1,1,"4",4,"36",1,2,0,0,1,0,0,0,1,0,0,0,1,0,0,2304,0.538074634545588,0.191483782900999,0,"moderate",0.0771902808040911,-0.191483782900999,"2012",232,20120232,4.2058,4.2058,4.2058,1,1,"1",8
"2731",0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,66,0,5,1,1,1,"5",4,"6",1,2,1,0,1,0,0,0,1,0,1,0,0,1,0,4356,0.671072193785324,0.326840049718788,0,"moderate",-0.607839370840526,-0.326840049718788,"2012",233,20120233,1.5602,1.5602,1.5602,1,1,"1",8
"2734",1,1,1,1,1,0,0,0,1,0,0,2,1,1,0,0,42,0,1,1,1,1,"3",5,"36",1,2,1,0,1,1,0,0,1,0,0,1,0,0,0,1764,0.433113540500514,0.319796141540686,0,"moderate",2.66474619356174,0.319796141540686,"2012",236,20120236,1.3257,1.3257,1.3257,1,1,"1",8
"2735",1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1,59,0,2,1,1,1,"6",5,"36",0,2,0,0,1,0,0,0,0,0,0,1,0,0,1,3481,0.418410681606838,0.515356518394078,0,"moderate",3.65446510337555,0.515356518394078,"2012",237,20120237,1.5848,1.5848,1.5848,1,1,"1",8
"2737",1,1,1,0,1,1,1,0,1,0,0,2,1,1,0,0,80,0,5,0,1,1,"7",3,"36",1,2,0,0,0,1,0,0,0,0,0,1,0,0,1,6400,0.577155860385704,0.433574187668514,0,"moderate",-1.14801420764151,-0.433574187668514,"2012",239,20120239,1.9142,1.9142,1.9142,1,1,"1",9
"2739",1,1,1,1,1,0,1,0,2,0,0,2,0,0,0,0,38,0,6,0,0,0,"3",5,"36",0,2,0,0,1,1,0,0,0,0,0,1,0,0,0,1444,0.517096899159581,0.286925400407052,0,"moderate",2.49838941616638,0.286925400407052,"2012",241,20120241,1.2717,1.2717,1.2717,1,1,"1",10
"2744",0,1,1,0,1,2,1,0,2,0,0,2,0,1,1,1,35,0,6,1,1,1,"3",5,"36",0,2,0,0,1,0,0,0,1,0,0,0,1,0,0,1225,0.481572359888355,0.715042783447591,0,"moderate",-2.57250927276471,-0.715042783447591,"2012",246,20120246,1.8792,1.8792,1.8792,1,1,"1",10
"2748",1,1,1,1,1,0,0,0,2,0,0,2,0,1,1,0,27,0,1,1,0,1,"6",2,"36",1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,729,0.652047626245801,0.188045817391732,0,"moderate",1.99796599359274,0.188045817391732,"2012",250,20120250,0.8214,0.8214,0.8214,1,1,"2",9
"2749",1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,40,0,4,1,0,1,"3",5,"36",1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1600,0.476938174846114,0.165255226908736,0,"moderate",0.209931372125025,-0.165255226908736,"2012",251,20120251,0.7644,0.7644,0.7644,1,1,"2",10
"2750",1,1,1,1,1,0,0,0,2,0,0,1,0,0,1,1,47,0,6,0,0,0,"1",5,"36",0,2,0,1,1,1,0,0,0,0,0,1,0,0,1,2209,0.438941689280793,1.67740897184383,1,"right",9.53554032873657,1.67740897184383,"2012",252,20120252,1.2088,1.2088,1.2088,1,1,"2",8
"2751",1,1,1,1,1,0,0,0,2,0,0,2,0,0,0,0,41,0,1,0,0,1,"1",5,"36",0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1681,0.533888789433243,1.08832936224156,0,"moderate",-4.46168944185927,-1.08832936224156,"2012",253,20120253,0.8439,0.8439,0.8439,1,1,"2",9
"2752",1,1,1,1,1,0,1,0,2,0,0,2,1,1,1,0,19,0,8,0,0,1,"1",2,"36",0,2,0,0,0,1,0,0,0,0,0,1,0,1,1,361,0.496965643459813,1.40592789850753,1,"right",8.16159149379995,1.40592789850753,"2008",259,20080259,0.3126,0.3126,0.3126,1,1,"4",10
"2753",1,1,1,1,1,0,1,0,2,0,0,2,0,1,0,0,45,0,6,0,0,0,"4",2,"26",0,2,0,1,1,1,0,0,0,0,0,1,0,0,0,2025,0.55976853738743,0.736623524427946,0,"moderate",-2.68172806125203,-0.736623524427946,"2012",254,20120254,0.2262,0.2262,0.2262,1,1,"2",10
"2754",1,1,1,1,1,0,0,0,2,1,1,2,0,1,1,1,83,0,5,1,0,1,"1",5,"36",0,2,0,0,1,1,0,0,1,0,1,0,0,0,1,6889,0.514118777224763,1.2441260784335,0,"moderate",-5.25016693706095,-1.2441260784335,"2012",255,20120255,0.5379,0.5379,0.5379,1,1,"2",11
"2755",1,1,1,1,1,0,1,0,2,0,0,2,0,0,1,0,38,0,7,0,0,0,"6",4,"36",0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,1444,0.510060326602593,0.145338918661145,0,"moderate",1.78182903408559,0.145338918661145,"2012",256,20120256,1.6131,1.6131,1.6131,1,1,"2",10
"2756",0,1,1,1,1,1,1,0,1,0,0,2,0,1,0,0,38,0,1,0,0,1,"4",4,"36",0,2,0,0,0,1,0,0,0,0,0,1,0,1,0,1444,0.402845190606043,0.374395659118163,0,"moderate",-0.848515353611644,-0.374395659118163,"2012",257,20120257,2.6045,2.6045,2.6045,1,1,"2",9
"2757",0,1,1,1,1,1,1,0,2,0,0,2,1,1,1,1,43,0,1,1,0,1,"1",4,"36",1,2,1,0,0,0,1,1,0,0,1,0,0,0,1,1849,0.431654753190113,1.10355768033438,0,"moderate",6.63131461713569,1.10355768033438,"2012",258,20120258,1.282,1.282,1.282,1,1,"2",10
"2758",1,1,1,1,1,0,0,0,2,0,0,1,1,1,0,0,78,0,5,1,0,1,"6",3,"36",1,2,1,0,1,0,0,0,1,0,1,0,0,0,1,6084,0.418718720972071,1.23824376713902,0,"moderate",-5.22039692528643,-1.23824376713902,"2012",260,20120260,3.9508,3.9508,3.9508,1,1,"2",8
"2761",1,1,1,1,1,0,0,0,2,0,0,1,0,0,1,1,80,0,5,0,0,1,"6",4,"36",0,2,0,0,1,1,0,0,0,0,0,1,0,0,1,6400,0.38182572645054,0.206765010614958,0,"moderate",-0.000147062665106067,-0.206765010614958,"2012",263,20120263,2.715,2.715,2.715,1,1,"2",8
"2762",1,1,1,1,1,0,0,0,2,0,1,2,0,0,1,1,83,0,5,0,0,0,"4",5,"36",0,2,1,0,1,1,0,0,0,0,0,1,0,0,0,6889,0.711217559975674,0.535317759563362,0,"moderate",-1.66293209988827,-0.535317759563362,"2012",264,20120264,0.8406,0.8406,0.8406,1,1,"2",10
"2763",0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,49,0,1,1,1,1,"7",3,"20",1,1,1,0,1,0,1,0,1,0,0,1,0,0,1,2401,0.591842324398419,0.900787557381256,0,"moderate",5.60510763052087,0.900787557381256,"2008",260,20080260,0.338,0.338,0.338,1,1,"4",10
"2765",0,1,1,1,0,2,1,0,2,0,0,2,1,1,1,0,33,0,1,0,1,1,"6",3,"12",0,2,1,0,1,0,0,0,0,0,0,1,0,1,1,1089,0.542051318836135,0.985030646269407,0,"moderate",-3.93890106211625,-0.985030646269407,"2012",266,20120266,0.8302,0.8302,0.8302,1,1,"2",10
"2767",1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,62,0,2,1,0,1,"5",5,"36",0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,3844,0.261660851309095,0.152883244680506,0,"moderate",0.272545205050592,-0.152883244680506,"2012",268,20120268,0.7663,0.7663,0.7663,1,1,"2",9
"2768",1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,39,0,1,0,1,1,"5",4,"36",1,2,1,1,0,0,1,0,1,0,0,1,0,0,0,1521,0.663301411890108,1.04024376847848,0,"moderate",-4.21833124117112,-1.04024376847848,"2012",269,20120269,2.2541,2.2541,2.2541,1,1,"4",9
"2769",0,1,1,0,1,2,0,0,2,0,0,1,0,1,0,0,50,1,1,0,1,1,"1",5,"36",0,2,0,0,0,1,0,0,0,0,1,0,0,0,1,2500,0.430376351337379,0.902420044949445,0,"moderate",5.61336954861629,0.902420044949445,"2012",270,20120270,1.0578,1.0578,1.0578,1,1,"4",8
"2770",1,1,1,0,1,1,0,0,2,0,0,1,0,1,0,0,20,0,1,0,0,1,"2",2,"36",0,2,1,0,1,0,0,0,0,0,1,0,0,0,1,400,0.578424388239056,0.750680221005934,0,"moderate",-2.75286812876775,-0.750680221005934,"2012",271,20120271,2.7373,2.7373,2.7373,1,1,"4",8
"2772",1,1,1,1,1,0,0,0,2,0,0,2,0,1,1,0,26,0,4,0,0,1,"1",5,"36",0,2,1,1,1,0,0,0,0,0,1,0,0,0,1,676,0.340018286393519,1.62338475581144,1,"right",9.26212712993093,1.62338475581144,"2012",273,20120273,0.7007,0.7007,0.7007,1,1,"4",9
"2773",1,1,1,1,1,0,1,0,2,0,0,2,0,1,1,1,42,0,1,0,0,1,"1",5,"36",1,2,1,1,1,1,0,0,0,0,0,1,0,0,1,1764,0.624221939677073,1.62387182717753,1,"left",-7.17203656372429,-1.62387182717753,"2012",274,20120274,0.7444,0.7444,0.7444,1,1,"4",10
"2774",1,1,1,1,1,0,0,0,1,1,1,2,1,1,1,0,68,1,1,1,0,1,"2",2,"42",0,2,0,0,1,0,1,0,0,0,1,0,0,1,1,4624,0.474596018817139,0.708356278578852,0,"moderate",-2.53866928730531,-0.708356278578852,"2008",261,20080261,0.6112,0.6112,0.6112,1,1,"4",10
"2778",1,1,1,1,1,0,0,0,2,0,0,2,1,1,1,0,45,0,1,0,0,0,"2",3,"36",0,2,1,1,0,0,1,0,0,0,0,1,0,1,1,2025,0.410492455828803,0.132414012948348,0,"moderate",0.376138714332205,-0.132414012948348,"2012",278,20120278,0.9895,0.9895,0.9895,1,1,"4",9
"2780",0,1,1,0,1,2,1,0,1,1,1,2,0,1,1,0,57,0,5,0,0,0,"4",4,"36",0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,3249,0.505629578037815,0.897463853201085,0,"moderate",-3.49573096617987,-0.897463853201085,"2012",280,20120280,1.6723,1.6723,1.6723,1,1,"1",11
"2781",0,1,1,1,1,1,0,0,2,0,0,2,0,1,0,0,48,0,1,0,0,1,"1",4,"36",1,2,1,1,1,0,0,0,1,0,0,1,0,0,1,2304,0.5837073489556,0.381873586311492,0,"moderate",-0.886360678255284,-0.381873586311492,"2012",282,20120282,1.6775,1.6775,1.6775,1,1,"1",9
"2782",1,1,1,1,1,0,0,0,2,1,0,2,0,1,0,0,52,0,1,0,0,0,"1",2,"36",0,2,1,1,0,0,0,0,0,0,1,0,0,0,1,2704,0.422626128358701,0.260601851377649,0,"moderate",-0.272611966879394,-0.260601851377649,"2012",283,20120283,2.4186,2.4186,2.4186,1,1,"1",10
"2783",1,1,1,1,1,0,0,0,2,0,0,1,0,1,0,0,29,0,1,0,0,1,"1",2,"36",0,2,0,1,0,1,0,0,1,0,1,0,0,0,1,841,0.535702634854853,0.0356141816566251,0,"moderate",1.22651896138547,0.0356141816566251,"2012",284,20120284,0.5362,0.5362,0.5362,1,1,"1",8
"2784",0,1,0,0,1,3,0,0,1,1,1,1,1,1,0,0,66,0,5,1,0,1,"6",2,"6",1,2,1,1,0,0,1,1,1,0,0,1,0,1,1,4356,0.380397851499679,0.349931583805363,0,"moderate",-0.724704189316647,-0.349931583805363,"2012",286,20120286,1.4215,1.4215,1.4215,1,1,"1",9
"2785",1,1,1,1,1,0,1,0,2,0,0,2,1,1,1,1,33,0,1,1,0,1,"6",3,"22",1,2,1,0,1,0,1,0,1,0,0,0,1,1,1,1089,0.469587049208146,1.04095081297861,0,"moderate",-4.22190954943131,-1.04095081297861,"2008",263,20080263,0.4314,0.4314,0.4314,1,1,"4",10
"2786",1,1,1,1,1,0,0,0,2,0,1,1,0,1,1,0,50,0,1,0,0,1,"1",4,"36",1,2,1,1,0,0,0,0,0,0,0,1,0,0,1,2500,0.505696663153079,0.366599490003725,0,"moderate",2.90161503050002,0.366599490003725,"2012",288,20120288,1.4204,1.4204,1.4204,1,1,"1",9
"2788",1,1,1,1,1,0,1,0,1,0,0,2,1,1,0,0,54,0,1,0,0,1,"1",4,"36",0,2,1,1,1,0,0,0,0,0,0,1,0,0,1,2916,0.39705072029669,0.253692300069107,0,"moderate",-0.23764315725433,-0.253692300069107,"2012",290,20120290,1.9044,1.9044,1.9044,1,1,"1",9
"2789",1,1,1,1,1,0,0,0,2,0,0,2,1,1,1,0,81,0,5,0,0,0,"3",4,"13",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,6561,0.57693618629257,0.588214474468681,0,"moderate",4.02319468969393,0.588214474468681,"2012",291,20120291,1.3691,1.3691,1.3691,1,1,"1",9
"2790",0,0,1,0,0,4,1,0,1,1,1,1,1,1,0,0,69,0,5,1,1,1,"3",3,"25",1,2,1,0,1,0,1,0,1,0,1,0,0,0,0,4761,0.536648763979165,0.426683482847118,0,"moderate",3.20569638302678,0.426683482847118,"2012",292,20120292,0.5724,0.5724,0.5724,1,1,"1",10
"2791",1,1,1,1,1,0,0,0,2,0,0,2,1,1,1,1,71,0,5,1,1,1,"7",5,"6",0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,5041,0.382046832018236,0.189470472339961,0,"moderate",2.00517608371892,0.189470472339961,"2012",293,20120293,0.3007,0.3007,0.3007,1,1,"1",9
"2792",1,1,1,1,1,0,0,0,2,0,0,1,1,0,0,0,46,0,6,1,1,1,"1",4,"6",1,2,1,0,0,0,0,0,1,0,0,1,0,1,1,2116,0.473455292306518,0.37817342306104,0,"moderate",2.96018998618407,0.37817342306104,"2012",294,20120294,1.6679,1.6679,1.6679,1,1,"1",8
"2795",0,1,1,1,1,1,0,0,1,0,0,2,1,1,0,0,38,0,1,1,0,0,"3",3,"36",1,2,1,1,0,0,1,0,0,0,0,0,1,1,0,1444,0.342925116786889,1.50990696317025,1,"right",8.68782307597056,1.50990696317025,"2012",297,20120297,1.072,1.072,1.072,1,1,"1",8
"2796",1,1,1,1,1,0,1,0,2,0,0,2,1,1,0,0,58,0,1,1,0,1,"1",2,"22",0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,3364,0.374031629864914,0.276534227751728,0,"moderate",2.44580033734791,0.276534227751728,"2008",264,20080264,0.7345,0.7345,0.7345,1,1,"4",10
"2797",0,1,1,1,0,2,1,1,1,1,1,1,1,0,0,0,32,0,1,0,0,0,"4",5,"36",0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1024,0.38865542695961,0.530849301204162,0,"moderate",3.73287311403444,0.530849301204162,"2012",298,20120298,1.9646,1.9646,1.9646,1,1,"1",11
"2798",0,1,1,1,0,2,0,1,1,0,1,1,1,1,0,1,61,0,1,0,0,1,"5",4,"36",1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,3721,0.418507490829567,1.73258168384293,1,"right",9.81476599423093,1.73258168384293,"2012",299,20120299,0.4873,0.4873,0.4873,1,1,"1",9
"2800",1,1,1,1,1,0,0,0,2,0,0,2,1,1,1,1,52,0,1,1,1,1,"7",4,"6",1,2,1,0,1,0,1,0,1,0,0,1,0,1,1,2704,0.445456082225231,0.394942789170357,0,"moderate",-0.952503101448238,-0.394942789170357,"2012",301,20120301,0.2402,0.2402,0.2402,1,1,"4",9
"2801",0,1,1,1,1,1,0,0,2,0,0,2,1,1,0,0,50,0,1,1,1,0,"1",4,"36",0,2,1,1,0,0,0,0,0,0,0,1,0,0,1,2500,0.38507534490479,0.0811917474512157,0,"moderate",1.4571841884422,0.0811917474512157,"2012",302,20120302,0.1505,0.1505,0.1505,1,1,"4",9
"2803",0,1,1,1,1,1,1,0,2,0,0,2,0,1,0,1,37,0,2,0,0,1,"2",2,"25",0,2,0,0,0,1,0,0,0,0,1,0,0,0,1,1369,0.605313969056152,0.854781858525979,0,"moderate",-3.27972004454929,-0.854781858525979,"2012",304,20120304,2.0053,2.0053,2.0053,1,1,"4",10
"2804",1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,45,1,1,1,1,1,"2",2,"36",0,2,1,0,1,0,1,0,1,0,1,0,0,0,1,2025,0.636650233776145,1.29323890831493,0,"moderate",-5.49872391588372,-1.29323890831493,"2012",305,20120305,0.4677,0.4677,0.4677,1,1,"4",10
"2805",1,1,1,1,1,0,1,0,2,0,0,1,0,1,1,0,52,0,1,0,1,1,"1",4,"36",0,2,1,1,0,0,1,0,1,0,1,0,0,0,1,2704,0.510030048771149,0.611555578427408,0,"moderate",4.14132256577795,0.611555578427408,"2012",307,20120307,0.2842,0.2842,0.2842,1,1,"4",9
"2806",1,1,1,1,1,0,0,0,2,0,0,2,1,1,0,0,57,0,1,1,1,1,"7",2,"6",0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,3249,0.207480067988889,0.00510342492380935,0,"moderate",1.07210591832902,0.00510342492380935,"2012",308,20120308,0.5466,0.5466,0.5466,1,1,"4",9
"2807",0,1,1,1,1,1,1,0,2,1,0,2,0,1,1,1,63,1,1,1,1,1,"7",2,"16",0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,3969,0.444446607304247,0.0895469879182542,0,"moderate",0.59308606308656,-0.0895469879182542,"2008",265,20080265,0.6415,0.6415,0.6415,1,1,"4",11
